transaction_id,user_id,amount,transaction_type,merchant_category,timestamp,transaction_frequency,avg_user_amount,deviation_from_avg,transaction_gap_seconds,account_age_days,failed_attempts,device_type,location,is_foreign_transaction,unusual_amount_flag,velocity_flag,new_device_flag,location_change_flag,night_transaction_flag,is_fraud
T6059,U245,1160.32,withdrawal,travel,2026-05-03 14:57:00.308484,1,913.8142932454036,246.51,4044,1838,1,mobile,UAE,1,0,0,0,0,0,0
T6623,U496,1470.4,payment,travel,2026-05-03 17:24:43.308484,3,592.8828775864657,877.52,2649,248,1,web,USA,1,1,0,0,0,0,1
T8282,U880,1781.82,withdrawal,gaming,2026-05-03 16:33:19.308484,4,2370.547949203772,588.73,915,1134,2,web,UK,1,0,0,0,1,0,0
T8237,U967,536.31,payment,fashion,2026-05-03 13:15:30.308484,8,1223.2411398798788,686.93,3900,1766,0,mobile,UAE,1,0,0,0,1,0,0
T3016,U814,372.05,withdrawal,electronics,2026-05-03 12:54:47.308484,2,567.15147789576,195.1,1749,8,1,web,USA,1,0,0,0,1,0,0
T9364,U1075,2174.46,withdrawal,grocery,2026-05-03 14:27:56.308484,6,1835.6789538954047,338.78,816,22,0,mobile,Germany,1,0,0,0,0,0,0
T10106,U332,50.0,payment,electronics,2026-05-03 16:39:01.308484,2,1324.00335627367,1274.0,2863,1742,1,mobile,USA,1,0,0,0,0,0,0
T9141,U288,297.96,payment,gaming,2026-05-03 16:03:23.308484,1,537.5839438024386,239.62,1383,1201,2,web,India,0,0,0,0,0,0,0
T8489,U345,2862.27,transfer,electronics,2026-05-03 21:19:45.308484,6,2249.624635418282,612.65,1428,1300,1,mobile,USA,1,0,0,1,0,0,0
T1673,U1014,859.46,payment,gaming,2026-05-03 12:20:29.308484,2,2498.9876998551067,1639.53,4511,906,0,web,USA,1,0,0,1,0,0,0
T393,U644,3681.0,payment,grocery,2026-05-03 10:58:56.308484,1,2091.9042926108177,1589.1,9166,1987,1,web,India,0,0,0,0,0,0,0
T9947,U1030,397.34,transfer,electronics,2026-05-03 16:03:36.308484,10,519.0287547231022,121.69,1550,581,2,web,Germany,1,0,1,1,0,0,0
T5539,U692,50.0,payment,electronics,2026-05-03 14:47:14.308484,3,2798.710608957895,2748.71,2987,1748,2,web,India,0,0,0,0,0,0,0
T5943,U571,822.94,payment,travel,2026-05-03 18:46:44.308484,8,917.4520265922963,94.51,4500,934,0,web,UAE,1,0,0,1,0,0,0
T11109,U552,50.0,transfer,grocery,2026-05-03 14:25:01.308484,1,2100.0683395149836,2050.07,1660,372,1,mobile,UK,1,0,0,0,0,0,0
T11334,U223,2231.46,transfer,grocery,2026-05-03 15:38:14.308484,9,1224.358310271759,1007.1,853,1433,1,mobile,UK,1,0,1,1,0,0,0
T9406,U36,3606.47,transfer,gaming,2026-05-03 19:19:39.308484,4,2868.5244316446992,737.95,3796,389,1,mobile,UK,1,0,0,0,0,0,0
T209,U488,789.91,transfer,gaming,2026-05-03 10:21:27.308484,1,1480.9843038211861,691.07,8289,554,0,web,India,0,0,0,1,0,0,0
T750,U920,1271.41,withdrawal,fashion,2026-05-03 11:36:03.308484,10,1903.5959448328108,632.19,8483,1691,3,mobile,UAE,1,0,1,0,0,0,0
T1475,U641,2227.89,transfer,gaming,2026-05-03 12:07:33.308484,9,2498.2250147605364,270.34,2474,1221,1,mobile,Germany,1,0,1,0,0,0,0
T4294,U815,1592.6,payment,travel,2026-05-03 18:55:11.308484,7,1032.8624705133689,559.74,4477,380,1,web,UK,1,0,0,1,0,0,0
T10720,U451,1379.64,transfer,grocery,2026-05-03 20:16:08.308484,6,2962.065557584986,1582.43,868,1563,1,mobile,India,0,0,0,0,0,0,0
T8671,U283,2529.46,withdrawal,fashion,2026-05-03 17:14:21.308484,9,2874.132953747506,344.67,1288,1563,1,web,India,0,0,1,0,0,0,0
T6245,U713,1027.08,transfer,grocery,2026-05-03 14:37:27.308484,9,1175.314519710455,148.23,845,1120,0,mobile,UAE,1,0,1,0,0,0,0
T4860,U1113,374.01,transfer,travel,2026-05-03 18:27:22.308484,8,2260.33381740859,1886.32,1860,1998,1,mobile,India,0,0,0,0,1,0,0
T3223,U1112,605.71,transfer,electronics,2026-05-03 13:38:03.308484,1,606.5332209270753,0.82,4555,1480,2,web,UK,1,0,0,1,0,0,0
T10060,U1191,1846.75,payment,gaming,2026-05-03 13:25:54.308484,2,2792.4958838427287,945.75,2615,291,1,mobile,India,0,0,0,0,0,0,0
T6022,U898,1323.65,withdrawal,gaming,2026-05-03 13:46:10.308484,4,1185.1496107779435,138.5,3098,1817,3,web,India,0,0,0,0,0,0,0
T4656,U1109,577.63,withdrawal,fashion,2026-05-03 13:02:27.308484,4,979.3258418552687,401.7,1209,546,4,mobile,Germany,1,0,0,1,0,0,0
T101,U123,3345.17,withdrawal,electronics,2026-05-03 11:03:26.308484,8,2289.9305721184937,1055.24,1430,1373,0,mobile,USA,1,0,0,0,0,0,0
T725,U1041,734.67,withdrawal,electronics,2026-05-03 11:41:28.308484,7,994.2257577862189,259.56,4921,770,0,web,Germany,1,0,0,0,0,0,0
T3551,U473,1848.92,payment,fashion,2026-05-03 12:11:20.308484,6,1263.891585402534,585.03,3750,532,0,web,UK,1,0,0,0,1,0,0
T5697,U879,3119.62,withdrawal,gaming,2026-05-03 11:32:29.308484,2,2875.912361371629,243.71,3413,198,1,web,UAE,1,0,0,1,0,0,0
T9909,U124,1292.57,withdrawal,grocery,2026-05-03 18:06:39.308484,10,2141.9656447631023,849.4,2853,1881,0,mobile,UAE,1,0,1,0,0,0,0
T4987,U540,3208.49,withdrawal,fashion,2026-05-03 12:32:26.308484,7,2558.2882721287497,650.2,3184,456,1,web,Germany,1,0,0,0,0,0,0
T9229,U832,780.86,withdrawal,fashion,2026-05-03 17:45:32.308484,7,542.1685424607135,238.69,713,21,1,mobile,Germany,1,0,0,0,1,0,0
T9355,U944,1782.66,payment,grocery,2026-05-03 12:39:38.308484,7,1246.6187715187543,536.04,1182,1532,0,mobile,UK,1,0,0,1,0,0,0
T4442,U189,2875.65,transfer,electronics,2026-05-03 13:47:10.308484,1,1823.3784318829048,1052.27,4752,259,0,mobile,UK,1,0,0,0,0,0,0
T8836,U678,1947.0,withdrawal,travel,2026-05-03 18:13:27.308484,5,1114.3571364541533,832.64,1527,296,0,web,USA,1,0,0,0,0,0,0
T464,U1108,1530.41,transfer,gaming,2026-05-03 10:07:50.308484,11,2154.2967066098918,623.89,6442,116,1,mobile,UAE,1,0,1,0,0,0,0
T7772,U899,1297.69,withdrawal,gaming,2026-05-03 11:49:40.308484,7,1234.436728314181,63.25,3066,97,1,mobile,India,0,0,0,0,0,0,0
T2615,U122,449.63,payment,gaming,2026-05-03 11:25:47.308484,8,793.5101559089998,343.88,3917,559,1,mobile,India,0,0,0,0,0,0,0
T1320,U746,891.97,transfer,grocery,2026-05-03 11:50:56.308484,1,525.9093058679427,366.06,7298,1687,1,web,India,0,0,0,0,0,0,0
T6297,U240,2762.47,transfer,gaming,2026-05-03 18:10:06.308484,10,1742.6848138004932,1019.79,214,289,2,web,UAE,1,0,1,0,0,0,0
T1775,U395,551.0,payment,travel,2026-05-03 13:15:11.308484,11,1922.6164372341855,1371.62,1465,1382,0,web,USA,1,0,1,0,0,0,0
T6393,U1153,1748.74,withdrawal,gaming,2026-05-03 14:11:03.308484,8,2098.508587114864,349.77,1257,1811,2,mobile,UK,1,0,0,1,0,0,0
T8323,U850,643.65,withdrawal,travel,2026-05-03 13:28:16.308484,4,575.9042951610339,67.75,369,286,1,mobile,India,0,0,0,1,0,0,0
T1952,U528,1878.72,transfer,gaming,2026-05-03 14:30:39.308484,8,2004.4111052761732,125.69,2263,845,0,web,USA,1,0,0,0,0,0,0
T6907,U860,1483.5,transfer,grocery,2026-05-03 18:06:59.308484,6,860.3827499623338,623.12,2061,462,1,mobile,UAE,1,0,0,0,0,0,1
T238,U461,1385.27,transfer,gaming,2026-05-03 10:59:36.308484,5,1150.3944774051279,234.88,3316,1337,1,web,India,0,0,0,0,0,0,0
T9982,U1108,1066.15,withdrawal,gaming,2026-05-03 18:17:27.308484,5,2986.827383937047,1920.68,3615,488,0,mobile,UK,1,0,0,0,0,0,0
T4978,U909,1266.21,withdrawal,grocery,2026-05-03 15:24:36.308484,3,1518.5152440189174,252.31,3854,118,1,mobile,Germany,1,0,0,0,0,0,1
T105,U305,3522.8,transfer,grocery,2026-05-03 10:36:29.308484,11,2543.6089043461025,979.19,5139,1940,1,mobile,India,0,0,1,0,0,0,0
T10438,U874,1375.95,withdrawal,grocery,2026-05-03 20:22:21.308484,10,930.5059413825882,445.44,2411,1855,1,web,India,0,0,1,0,0,0,0
T11928,U580,527.18,transfer,fashion,2026-05-03 17:56:03.308484,3,1093.927121039963,566.75,1884,1312,1,web,India,0,0,0,0,0,0,0
T7007,U90,3175.96,withdrawal,grocery,2026-05-03 13:24:56.308484,6,2258.3386568135884,917.62,4557,1078,0,web,USA,1,0,0,0,1,0,0
T8269,U495,1712.17,transfer,travel,2026-05-03 15:26:06.308484,7,2111.7717366466195,399.6,4613,156,2,mobile,UAE,1,0,0,0,0,0,0
T2837,U831,1504.03,payment,gaming,2026-05-03 11:25:56.308484,3,1963.125382628647,459.1,637,169,1,web,USA,1,0,0,0,0,0,0
T2071,U609,1369.33,payment,electronics,2026-05-03 11:02:55.308484,2,726.939547323885,642.39,7586,1162,0,web,USA,1,0,0,0,0,0,0
T2241,U250,3945.79,transfer,gaming,2026-05-03 12:57:05.308484,1,2481.2193184251782,1464.57,2948,1719,0,web,India,0,0,0,0,0,0,0
T1089,U621,1260.36,transfer,travel,2026-05-03 10:29:59.308484,10,1767.325290192986,506.97,9760,259,0,mobile,USA,1,0,1,0,0,0,0
T5543,U476,681.24,transfer,gaming,2026-05-03 15:16:34.308484,7,673.2765028354777,7.96,3733,1088,1,web,Germany,1,0,0,0,0,0,0
T10889,U59,4385.03,withdrawal,fashion,2026-05-03 21:36:28.308484,1,2325.7327712591987,2059.3,1392,1020,0,web,UAE,1,0,0,1,0,0,0
T10959,U1175,1136.0,withdrawal,gaming,2026-05-03 19:20:27.308484,7,1838.400762565351,702.4,3948,554,0,mobile,UAE,1,0,0,0,0,0,0
T7541,U204,50.0,withdrawal,gaming,2026-05-03 20:24:52.308484,2,1567.5749003106907,1517.57,3166,1816,0,mobile,India,0,0,0,0,0,0,0
T2359,U1018,50.0,transfer,fashion,2026-05-03 11:44:41.308484,4,2361.876732629762,2311.88,55,772,1,mobile,Germany,1,0,0,0,0,0,0
T1221,U1124,1248.54,payment,grocery,2026-05-03 13:38:08.308484,2,1733.7509101815417,485.21,3856,526,3,mobile,Germany,1,0,0,0,0,0,0
T3893,U58,334.44,payment,travel,2026-05-03 15:10:00.308484,7,587.3416534766053,252.9,4610,926,1,mobile,UK,1,0,0,0,0,0,0
T6842,U1144,592.53,payment,grocery,2026-05-03 19:03:04.308484,1,617.7587883476292,25.23,4316,412,0,web,Germany,1,0,0,1,0,0,0
T11652,U608,1634.59,payment,grocery,2026-05-03 20:08:42.308484,2,1740.1603056871304,105.57,231,1798,2,web,India,0,0,0,1,0,0,0
T4286,U17,1115.1,payment,grocery,2026-05-03 13:49:37.308484,2,960.4164508901538,154.68,4590,1428,0,mobile,UAE,1,0,0,0,0,0,0
T4035,U34,408.98,withdrawal,fashion,2026-05-03 16:16:01.308484,10,564.1687068532482,155.19,4753,908,0,web,Germany,1,0,1,1,1,0,0
T11289,U215,1498.81,withdrawal,grocery,2026-05-03 12:02:43.308484,2,1943.1334049939032,444.32,211,1039,0,mobile,USA,1,0,0,0,0,0,0
T2229,U456,2676.51,transfer,fashion,2026-05-03 16:36:00.308484,7,2663.439030255274,13.07,1909,1932,1,web,India,0,0,0,0,0,0,0
T3624,U10,3016.05,payment,fashion,2026-05-03 13:57:46.308484,3,2404.0328616662578,612.02,1613,1170,0,web,Germany,1,0,0,1,0,0,0
T6867,U369,716.9,withdrawal,travel,2026-05-03 16:39:54.308484,3,593.5418047604991,123.36,1766,449,2,web,USA,1,0,0,1,0,0,0
T3426,U1172,2002.52,transfer,grocery,2026-05-03 13:44:33.308484,2,1185.5313459266936,816.99,4010,1989,1,web,Germany,1,0,0,0,0,0,0
T8671,U283,2529.46,withdrawal,fashion,2026-05-03 17:14:21.308484,9,2874.132953747506,344.67,1288,1563,1,web,India,0,0,1,0,0,0,0
T787,U423,1796.08,withdrawal,fashion,2026-05-03 12:15:08.308484,2,1068.0191945800111,728.06,1189,1558,0,web,UK,1,0,0,1,0,0,0
T10934,U993,739.88,payment,grocery,2026-05-03 16:51:46.308484,3,928.7173350636236,188.84,3586,1302,1,web,India,0,0,0,0,0,0,0
T11908,U1005,334.99,transfer,travel,2026-05-03 20:40:34.308484,11,2447.7181269585426,2112.73,4520,1570,1,web,UK,1,0,1,0,0,0,0
T9033,U722,83.2,transfer,travel,2026-05-03 15:11:17.308484,2,1632.9766564960369,1549.78,1310,1368,2,web,India,0,0,0,1,1,0,0
T10841,U273,1646.22,transfer,grocery,2026-05-03 22:47:11.308484,1,1394.9806108835548,251.24,499,4,1,web,UAE,1,0,0,0,0,0,0
T3032,U46,1990.23,withdrawal,gaming,2026-05-03 12:54:02.308484,7,1252.558189800709,737.67,3677,1527,0,mobile,India,0,0,0,1,0,0,0
T6242,U103,1325.15,withdrawal,fashion,2026-05-03 15:25:17.308484,11,979.9743216411587,345.18,1883,45,1,mobile,UK,1,0,1,0,0,0,0
T5882,U1143,3023.67,transfer,grocery,2026-05-03 13:36:36.308484,5,2006.088210397677,1017.58,905,681,1,web,India,0,0,0,0,0,0,0
T1623,U572,1058.07,payment,grocery,2026-05-03 11:24:19.308484,7,685.2979359648951,372.77,891,1142,1,web,Germany,1,0,0,0,0,0,0
T6262,U1039,1089.76,withdrawal,grocery,2026-05-03 15:28:21.308484,6,2034.1274459310612,944.37,4550,1093,1,mobile,UK,1,0,0,0,0,0,0
T1130,U398,50.0,transfer,electronics,2026-05-03 11:46:54.308484,2,927.3622339189644,877.36,1319,1314,0,mobile,USA,1,0,0,0,0,0,0
T5665,U293,1104.82,withdrawal,fashion,2026-05-03 12:51:51.308484,10,1600.3144373846171,495.49,4154,349,3,mobile,USA,1,0,1,0,0,0,0
T11999,U304,117.67,withdrawal,gaming,2026-05-03 19:49:50.308484,3,2664.7834114418506,2547.11,44,1201,0,mobile,Germany,1,0,0,0,0,0,0
T6266,U760,4981.32,transfer,fashion,2026-05-03 15:37:02.308484,4,2753.665355847332,2227.65,1953,1237,1,mobile,UK,1,0,0,0,0,0,0
T285,U1124,402.94,transfer,gaming,2026-05-03 12:33:52.308484,6,1473.704737256051,1070.76,1441,109,1,mobile,USA,1,0,0,0,0,0,0
T4707,U143,270.25,withdrawal,travel,2026-05-03 14:33:06.308484,3,2726.89375223801,2456.64,2982,1952,1,web,UK,1,0,0,0,1,0,1
T457,U389,1374.18,transfer,gaming,2026-05-03 12:06:03.308484,5,1828.2350458773299,454.06,2466,1221,1,web,UK,1,0,0,0,0,0,0
T6692,U712,459.99,payment,gaming,2026-05-03 15:53:35.308484,1,622.7991177904306,162.81,159,783,1,mobile,Germany,1,0,0,0,0,0,0
T4620,U156,1475.02,payment,fashion,2026-05-03 12:30:05.308484,11,1836.3184355607943,361.3,4126,1676,0,web,India,0,0,1,0,0,0,0
T1389,U65,2305.55,withdrawal,grocery,2026-05-03 14:49:48.308484,8,1585.1631529940726,720.39,3277,692,0,mobile,India,0,0,0,1,0,0,0
T8487,U343,2553.29,payment,travel,2026-05-03 16:09:23.308484,8,2729.6300526034966,176.34,3827,523,2,mobile,UK,1,0,0,1,1,0,0
T6778,U1179,1171.27,transfer,travel,2026-05-03 13:50:26.308484,2,1464.4553050307159,293.19,723,1397,0,web,India,0,0,0,0,0,0,0
T10052,U625,980.15,payment,gaming,2026-05-03 20:29:57.308484,8,920.4686594684456,59.68,2407,989,0,web,UAE,1,0,0,0,0,0,0
T3983,U496,362.26,transfer,grocery,2026-05-03 16:03:54.308484,9,817.454058295325,455.19,3073,1869,1,web,UK,1,0,1,1,0,0,0
T6210,U601,727.98,payment,electronics,2026-05-03 11:56:42.308484,4,645.2305736936916,82.75,4217,1899,0,mobile,Germany,1,0,0,0,0,0,0
T3396,U1178,2095.29,withdrawal,grocery,2026-05-03 13:26:13.308484,2,2434.4712726951243,339.18,2762,1112,2,mobile,USA,1,0,0,1,1,0,0
T11043,U988,1444.39,payment,gaming,2026-05-03 18:20:19.308484,11,2102.2513452773437,657.86,3439,612,1,mobile,India,0,0,1,0,0,0,0
T6745,U986,570.26,withdrawal,electronics,2026-05-03 13:25:39.308484,4,1773.4682747376057,1203.21,1200,84,0,web,UAE,1,0,0,0,0,0,0
T11053,U614,157.69,transfer,travel,2026-05-04 01:08:49.308484,1,1420.907684261976,1263.22,4930,96,0,web,UAE,1,0,0,0,0,1,0
T1737,U169,464.28,transfer,electronics,2026-05-03 10:35:06.308484,3,745.0586014573297,280.78,5326,1419,1,web,India,0,0,0,0,1,0,0
T5476,U974,3189.06,transfer,fashion,2026-05-03 15:39:58.308484,9,2483.2511935257776,705.81,3058,1140,0,web,Germany,1,0,1,0,0,0,0
T2282,U451,2161.91,transfer,grocery,2026-05-03 13:30:24.308484,4,2817.275471633459,655.37,4010,1096,1,mobile,USA,1,0,0,0,1,0,0
T4688,U640,637.03,payment,fashion,2026-05-03 13:55:19.308484,10,767.5078471614622,130.48,3742,1553,3,mobile,India,0,0,1,1,0,0,0
T10570,U376,2062.91,withdrawal,travel,2026-05-03 18:08:05.308484,11,1833.8229650083447,229.09,4800,448,1,mobile,Germany,1,0,1,1,0,0,0
T7439,U481,2313.06,withdrawal,fashion,2026-05-03 19:46:30.308484,10,1676.830965213749,636.23,1676,29,2,mobile,UAE,1,0,1,1,0,0,0
T6087,U1091,823.04,withdrawal,gaming,2026-05-03 17:29:41.308484,11,1050.966097539751,227.93,4458,1775,0,mobile,India,0,0,1,0,0,0,0
T11380,U961,1125.43,payment,travel,2026-05-03 16:28:41.308484,6,1622.7269246154551,497.3,433,1559,0,web,UAE,1,0,0,0,0,0,0
T9106,U559,2564.27,payment,gaming,2026-05-03 15:41:28.308484,8,1828.8639812391862,735.41,3314,730,2,web,India,0,0,0,0,0,0,0
T3072,U491,724.46,withdrawal,electronics,2026-05-03 11:52:48.308484,2,686.6823254951563,37.78,3984,316,1,mobile,UAE,1,0,0,0,0,0,0
T6680,U72,614.62,transfer,electronics,2026-05-03 12:07:54.308484,4,1246.7647754635725,632.14,1725,134,0,web,India,0,0,0,1,0,0,0
T5935,U432,3050.3,payment,fashion,2026-05-03 14:36:04.308484,10,1544.535523724692,1505.76,2513,909,0,web,India,0,0,1,0,0,0,0
T258,U1038,2386.48,withdrawal,gaming,2026-05-03 11:13:02.308484,8,2942.0008212766484,555.52,7880,1870,0,web,UAE,1,0,0,0,1,0,0
T6572,U285,1858.02,withdrawal,travel,2026-05-03 15:26:25.308484,7,2463.320976315331,605.3,714,1916,1,web,UK,1,0,0,0,0,0,0
T3086,U1107,3805.64,transfer,gaming,2026-05-03 15:19:55.308484,2,2413.092822169383,1392.55,3901,1496,0,mobile,UAE,1,0,0,1,0,0,0
T9868,U15,5161.67,payment,grocery,2026-05-03 17:57:13.308484,10,2654.565110657966,2507.1,2518,1121,1,mobile,USA,1,0,1,0,0,0,0
T580,U893,1551.87,transfer,fashion,2026-05-03 12:02:14.308484,1,1861.4886217768735,309.62,7683,408,1,mobile,UK,1,0,0,0,0,0,0
T2434,U1110,4274.53,transfer,gaming,2026-05-03 11:19:31.308484,6,2914.942503879139,1359.59,2420,415,0,web,UAE,1,0,0,0,1,0,0
T10422,U969,2703.82,payment,gaming,2026-05-03 22:11:28.308484,5,1995.9814050460081,707.84,3982,586,0,web,UK,1,0,0,0,0,0,0
T3320,U909,3026.29,transfer,travel,2026-05-03 13:49:05.308484,1,1536.2773601108083,1490.01,251,1427,2,mobile,USA,1,0,0,1,0,0,0
T1574,U898,907.06,payment,fashion,2026-05-03 11:26:39.308484,10,1199.1535175374652,292.09,9969,28,2,mobile,UK,1,0,1,0,0,0,0
T10923,U712,3680.33,payment,travel,2026-05-03 20:05:51.308484,4,2716.292675554324,964.04,1870,250,1,web,India,0,0,0,1,0,0,0
T9324,U974,1828.19,withdrawal,electronics,2026-05-03 21:42:29.308484,6,1036.8381657013738,791.35,967,1165,2,web,India,0,0,0,0,0,0,0
T6491,U1098,151.33,withdrawal,gaming,2026-05-03 12:56:54.308484,10,2988.4083636622627,2837.08,1300,1062,0,web,USA,1,0,1,0,0,0,0
T6426,U644,2022.27,withdrawal,gaming,2026-05-03 15:47:06.308484,9,2118.9801951340764,96.71,2182,1336,1,mobile,India,0,0,1,0,1,0,0
T8574,U705,2781.1,withdrawal,grocery,2026-05-03 17:23:13.308484,4,2543.5517974461327,237.55,417,1840,2,mobile,India,0,0,0,0,0,0,0
T10130,U1026,3473.13,payment,travel,2026-05-03 17:55:35.308484,4,2113.2742309635623,1359.86,2530,28,1,mobile,UAE,1,0,0,0,0,0,0
T3964,U296,391.83,withdrawal,gaming,2026-05-03 14:52:57.308484,2,947.2846592825344,555.45,3983,1159,1,mobile,USA,1,0,0,0,0,0,0
T3488,U1122,1486.75,withdrawal,gaming,2026-05-03 15:53:15.308484,7,648.0584929312415,838.69,2729,61,0,mobile,India,0,1,0,0,1,0,0
T3805,U322,1165.61,transfer,grocery,2026-05-03 14:35:42.308484,8,2621.0194970336397,1455.41,3552,905,0,web,Germany,1,0,0,0,0,0,0
T9693,U532,926.49,withdrawal,electronics,2026-05-03 16:26:07.308484,6,883.9118634283919,42.58,4618,1698,1,mobile,Germany,1,0,0,0,0,0,0
T6426,U644,2022.27,withdrawal,gaming,2026-05-03 15:47:06.308484,9,2118.9801951340764,96.71,2182,1336,1,mobile,India,0,0,1,0,1,0,0
T7869,U598,632.42,withdrawal,electronics,2026-05-03 13:25:04.308484,5,2200.7156669961223,1568.3,2436,27,1,web,UAE,1,0,0,0,0,0,0
T9628,U413,1107.76,withdrawal,grocery,2026-05-03 17:04:01.308484,3,540.1264373052179,567.63,1759,1211,0,web,USA,1,1,0,1,0,0,0
T6869,U126,1378.86,payment,gaming,2026-05-03 14:39:50.308484,9,976.932278076554,401.93,3757,1479,0,web,Germany,1,0,1,0,0,0,0
T6722,U705,2790.88,withdrawal,fashion,2026-05-03 16:18:01.308484,1,2937.847475409585,146.97,1983,1843,0,mobile,UK,1,0,0,0,0,0,0
T1635,U1050,1289.11,withdrawal,electronics,2026-05-03 11:49:31.308484,9,675.491528519284,613.62,1745,806,2,web,India,0,0,1,0,0,0,0
T11962,U774,2646.49,transfer,grocery,2026-05-03 17:38:52.308484,2,2967.8992296778442,321.41,4398,139,2,web,India,0,0,0,0,0,0,0
T6308,U1114,275.32,transfer,travel,2026-05-03 14:01:15.308484,8,1640.6201601002722,1365.3,1297,1910,0,mobile,UAE,1,0,0,1,0,0,0
T4470,U508,403.74,withdrawal,travel,2026-05-03 13:39:17.308484,2,1117.17561632785,713.44,955,1556,0,web,UAE,1,0,0,0,0,0,0
T8288,U1112,3798.14,payment,grocery,2026-05-03 15:18:34.308484,6,2319.3849459945222,1478.76,1333,595,0,mobile,USA,1,0,0,0,0,0,0
T3099,U186,1169.14,payment,travel,2026-05-03 12:17:14.308484,8,911.2107164308424,257.93,4999,1598,2,web,UK,1,0,0,0,0,0,0
T11438,U472,608.33,payment,fashion,2026-05-03 16:50:51.308484,8,619.3868656118316,11.06,2644,1053,1,web,UAE,1,0,0,0,0,0,0
T8371,U77,1658.62,withdrawal,grocery,2026-05-03 16:37:48.308484,4,2035.6865379970488,377.07,3966,767,1,web,USA,1,0,0,0,0,0,0
T11849,U994,643.77,payment,grocery,2026-05-03 22:13:33.308484,7,773.3016167534688,129.53,3102,280,1,web,USA,1,0,0,0,0,0,0
T238,U461,1385.27,transfer,gaming,2026-05-03 10:59:36.308484,5,1150.3944774051279,234.88,3316,1337,1,web,India,0,0,0,0,0,0,0
T8356,U103,491.8,payment,electronics,2026-05-03 17:48:58.308484,10,666.4588808321307,174.66,736,400,0,web,UAE,1,0,1,0,0,0,0
T7693,U925,1208.46,transfer,grocery,2026-05-03 15:00:17.308484,9,1652.1178512665024,443.66,3977,1425,1,mobile,Germany,1,0,1,0,0,0,0
T7059,U850,2135.87,payment,grocery,2026-05-03 12:52:28.308484,9,2208.084097482858,72.21,2042,1351,0,web,USA,1,0,1,0,0,0,0
T3661,U330,3618.66,payment,grocery,2026-05-03 13:57:45.308484,4,2741.0557470212566,877.6,1005,1330,0,web,Germany,1,0,0,1,1,0,0
T10360,U889,1553.58,withdrawal,travel,2026-05-03 16:12:40.308484,1,1167.4741435190479,386.11,3706,1482,2,web,India,0,0,0,0,0,0,0
T602,U140,2240.85,payment,travel,2026-05-03 10:20:49.308484,2,1898.0453294211454,342.8,371,1274,0,web,USA,1,0,0,0,0,0,0
T7219,U89,237.31,payment,gaming,2026-05-03 12:50:27.308484,6,2674.839398196062,2437.53,1874,773,0,web,UK,1,0,0,0,0,0,0
T8190,U1116,3858.5,payment,gaming,2026-05-03 14:12:26.308484,2,2447.091047936683,1411.41,1910,88,2,mobile,UAE,1,0,0,1,1,0,0
T3154,U352,3119.0,payment,travel,2026-05-03 12:01:30.308484,5,2574.5971125580627,544.4,750,210,1,web,UK,1,0,0,0,0,0,0
T5184,U33,1408.15,transfer,gaming,2026-05-03 15:12:41.308484,5,933.2699291743472,474.88,4774,1003,0,web,USA,1,0,0,0,0,0,0
T11404,U457,691.26,transfer,gaming,2026-05-03 19:11:14.308484,1,2469.2741569354903,1778.01,3876,1112,0,web,USA,1,0,0,0,1,0,0
T3997,U979,2787.15,withdrawal,grocery,2026-05-03 12:09:31.308484,3,2194.3422419172102,592.81,1884,304,0,mobile,Germany,1,0,0,0,1,0,0
T1193,U842,1542.99,withdrawal,electronics,2026-05-03 10:19:54.308484,8,1200.5410174764274,342.45,8364,52,0,web,India,0,0,0,1,0,0,0
T7321,U979,473.75,payment,grocery,2026-05-03 14:02:24.308484,10,1685.4903495317642,1211.74,1718,1626,1,web,Germany,1,0,1,1,0,0,0
T5536,U14,4588.55,payment,fashion,2026-05-03 17:31:50.308484,5,2579.0893168704292,2009.46,1576,132,0,mobile,UK,1,0,0,0,1,0,0
T9902,U258,3420.47,payment,fashion,2026-05-04 00:03:39.308484,9,2595.5113318046483,824.96,3405,1343,2,web,UK,1,0,1,1,0,1,0
T5224,U80,1185.52,transfer,travel,2026-05-03 15:15:42.308484,5,1555.0592453500578,369.54,2577,846,2,web,India,0,0,0,0,0,0,0
T1086,U937,664.83,payment,gaming,2026-05-03 13:49:15.308484,2,751.3258967295898,86.5,3760,1404,1,mobile,USA,1,0,0,0,0,0,0
T3244,U70,1565.06,withdrawal,grocery,2026-05-03 13:46:49.308484,9,1289.5994094935118,275.46,2884,1757,1,mobile,USA,1,0,1,0,1,0,0
T3630,U504,319.65,withdrawal,gaming,2026-05-03 12:25:47.308484,6,792.8837501906819,473.23,3442,220,1,mobile,UAE,1,0,0,0,0,0,0
T8245,U895,1912.44,withdrawal,grocery,2026-05-03 19:29:09.308484,1,1534.94531206518,377.49,1545,539,0,web,Germany,1,0,0,1,0,0,0
T164,U250,740.73,transfer,fashion,2026-05-03 11:09:43.308484,1,591.6785673338575,149.05,9937,1957,2,web,India,0,0,0,1,0,0,0
T355,U926,1699.96,transfer,electronics,2026-05-03 10:22:36.308484,9,1190.797771164634,509.16,470,714,1,web,India,0,0,1,1,0,0,0
T6230,U194,2084.55,payment,gaming,2026-05-03 13:08:10.308484,1,2969.688076450769,885.14,318,1414,2,web,UK,1,0,0,0,1,0,0
